TilausID,Tilauspäivä,AsiakasID,TuoteID,Tuote,Tuoteryhmä,Määrä,Yksikköhinta,Alennus_prosentti,Myynti,Kustannus,Kate,Kaupunki,Myyntikanava,Maksutapa
T00189,2026-06-05,A0110,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Oulu,Sähköposti,MobilePay
T00190,2025-08-20,A0404,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Espoo,Verkkokauppa,Verkkopankki
T00191,2025-05-15,A0426,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Seinäjoki,Google,PayPal
T00192,2025-02-14,A0228,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Seinäjoki,Sosiaalinen media,PayPal
T00193,2025-08-28,A0402,P009,Termospullo,Koti,1,32.90,15,27.96,13.50,14.46,Kuopio,Google,Verkkopankki
T00194,2026-03-28,A0258,P008,LED-pöytävalaisin,Koti,2,44.90,10,80.82,40.00,40.82,Vaasa,Sähköposti,MobilePay
T00195,2025-07-24,A0027,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Kuopio,Sosiaalinen media,Kortti
T00196,2026-06-13,A0083,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Turku,Sähköposti,MobilePay
T00197,2026-03-24,A0231,P002,Bluetooth-kaiutin,Elektroniikka,3,69.90,0,209.70,105.00,104.70,Oulu,Verkkokauppa,PayPal
T00198,2025-02-24,A0042,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Oulu,Google,Kortti
T00199,2025-11-23,A0172,P015,Laptop-suojatasku,Asusteet,1,34.90,5,33.15,14.00,19.15,Vantaa,Google,Kortti
T00200,2025-10-21,A0072,P015,Laptop-suojatasku,Asusteet,2,34.90,5,66.31,28.00,38.31,Kuopio,Sähköposti,Kortti
T00201,2025-03-23,A0281,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Seinäjoki,Sähköposti,Kortti
T00202,2025-10-23,A0215,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Seinäjoki,Sähköposti,Kortti
T00203,2025-04-24,A0009,P014,Reppu 20L,Asusteet,3,64.90,5,184.97,93.00,91.97,Vaasa,Google,MobilePay
T00204,2025-10-26,A0293,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Jyväskylä,Google,Kortti
T00205,2026-06-21,A0260,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Vaasa,Verkkokauppa,PayPal
T00206,2026-04-27,A0130,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,20,71.92,47.00,24.92,Helsinki,Sosiaalinen media,Kortti
T00207,2025-12-20,A0396,P004,USB-C-laturi,Elektroniikka,2,29.90,5,56.81,23.00,33.81,Seinäjoki,Sosiaalinen media,MobilePay
T00208,2025-02-15,A0090,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Kuopio,Sähköposti,MobilePay
T00209,2025-05-19,A0019,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,15,118.83,70.00,48.83,Turku,Google,Kortti
T00210,2025-07-24,A0264,P015,Laptop-suojatasku,Asusteet,1,34.90,15,29.66,14.00,15.66,Jyväskylä,Sähköposti,Verkkopankki
T00211,2025-02-07,A0442,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Helsinki,Sosiaalinen media,Verkkopankki
T00212,2025-05-08,A0381,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,10,22.41,8.50,13.91,Kuopio,Sähköposti,Verkkopankki
T00213,2025-07-11,A0409,P008,LED-pöytävalaisin,Koti,2,44.90,0,89.80,40.00,49.80,Vaasa,Sosiaalinen media,Kortti
T00214,2026-03-11,A0093,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,20,55.92,35.00,20.92,Vaasa,Sosiaalinen media,Verkkopankki
T00215,2025-04-16,A0229,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Seinäjoki,Sähköposti,MobilePay
T00216,2026-03-31,A0181,P006,Langaton hiiri,Työpiste,1,39.90,5,37.90,17.00,20.90,Seinäjoki,Sähköposti,Verkkopankki
T00217,2025-02-28,A0263,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Verkkokauppa,MobilePay
T00218,2026-03-25,A0331,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Oulu,Sosiaalinen media,PayPal
T00219,2025-02-03,A0190,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Oulu,Sähköposti,Kortti
T00220,2025-05-21,A0143,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Tampere,Verkkokauppa,Kortti
T00221,2025-07-10,A0061,P008,LED-pöytävalaisin,Koti,1,44.90,15,38.16,20.00,18.16,Turku,Sosiaalinen media,PayPal
T00222,2025-08-08,A0252,P010,Kahvimylly,Koti,1,59.90,15,50.91,29.00,21.91,Tampere,Verkkokauppa,MobilePay
T00223,2025-03-17,A0045,P008,LED-pöytävalaisin,Koti,1,44.90,5,42.65,20.00,22.65,Oulu,Sosiaalinen media,Kortti
T00224,2026-07-18,A0081,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Vantaa,Sosiaalinen media,MobilePay
T00225,2025-05-05,A0253,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Helsinki,Sosiaalinen media,Verkkopankki
T00226,2026-04-24,A0045,P013,Vastuskuminauhasetti,Hyvinvointi,4,24.90,0,99.60,34.00,65.60,Espoo,Sosiaalinen media,PayPal
T00227,2026-05-06,A0295,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Espoo,Google,Verkkopankki
T00228,2025-03-17,A0066,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Vaasa,Google,MobilePay
T00229,2026-03-20,A0064,P009,Termospullo,Koti,3,32.90,0,98.70,40.50,58.20,Vaasa,Google,Verkkopankki
T00230,2025-06-18,A0178,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Vaasa,Sosiaalinen media,Kortti
T00231,2025-09-14,A0065,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Turku,Verkkokauppa,MobilePay
T00232,2025-06-07,A0310,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Oulu,Verkkokauppa,Kortti
T00233,2025-03-25,A0136,P001,Langattomat kuulokkeet,Elektroniikka,3,89.90,10,242.73,141.00,101.73,Tampere,Sähköposti,Kortti
T00234,2026-05-25,A0155,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Kuopio,Google,PayPal
T00235,2025-11-01,A0226,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Jyväskylä,Sähköposti,PayPal
T00236,2025-07-28,A0368,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Oulu,Sosiaalinen media,PayPal
T00237,2025-05-14,A0164,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Tampere,Sähköposti,Kortti
T00238,2025-10-01,A0149,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Jyväskylä,Sähköposti,MobilePay
T00239,2025-06-13,A0161,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Tampere,Google,PayPal
T00240,2026-06-12,A0012,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Espoo,Sähköposti,PayPal
T00241,2025-09-04,A0145,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Kuopio,Sähköposti,Verkkopankki
T00242,2026-07-04,A0136,P001,Langattomat kuulokkeet,Elektroniikka,2,89.90,0,179.80,94.00,85.80,Oulu,Sähköposti,Verkkopankki
T00243,2025-02-16,A0186,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Vaasa,Sosiaalinen media,Kortti
T00244,2026-01-31,A0423,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Seinäjoki,Verkkokauppa,MobilePay
T00245,2025-04-10,A0286,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,20,79.92,52.00,27.92,Oulu,Google,MobilePay
T00246,2026-06-06,A0071,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Oulu,Sähköposti,PayPal
T00247,2025-06-02,A0314,P010,Kahvimylly,Koti,2,59.90,0,119.80,58.00,61.80,Oulu,Google,PayPal
T00248,2025-11-03,A0273,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Kuopio,Sosiaalinen media,PayPal
T00249,2025-01-18,A0214,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Seinäjoki,Sosiaalinen media,Kortti
T00250,2026-05-01,A0398,P005,Kannettavan teline,Työpiste,3,54.90,10,148.23,75.00,73.23,Seinäjoki,Google,Kortti
T00251,2026-05-07,A0397,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Jyväskylä,Google,MobilePay
T00252,2025-02-02,A0010,P010,Kahvimylly,Koti,3,59.90,0,179.70,87.00,92.70,Kuopio,Sosiaalinen media,PayPal
T00253,2025-06-05,A0397,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Seinäjoki,Sähköposti,Kortti
T00254,2025-05-22,A0340,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Kuopio,Sähköposti,Verkkopankki
T00255,2025-06-27,A0182,P008,LED-pöytävalaisin,Koti,3,44.90,0,134.70,60.00,74.70,Turku,Sähköposti,MobilePay
T00256,2025-09-10,A0153,P005,Kannettavan teline,Työpiste,1,54.90,0,54.90,25.00,29.90,Turku,Google,PayPal
T00257,2025-11-21,A0408,P008,LED-pöytävalaisin,Koti,1,44.90,15,38.16,20.00,18.16,Turku,Sosiaalinen media,Kortti
T00258,2026-07-11,A0177,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Vantaa,Sosiaalinen media,Kortti
T00259,2025-10-22,A0336,P012,Hierontapallo,Hyvinvointi,1,19.90,15,16.91,6.50,10.41,Turku,Sähköposti,MobilePay
T00260,2025-07-26,A0357,P014,Reppu 20L,Asusteet,1,64.90,15,55.17,31.00,24.17,Turku,Google,Kortti
T00261,2025-09-03,A0116,P004,USB-C-laturi,Elektroniikka,1,29.90,15,25.41,11.50,13.91,Tampere,Verkkokauppa,Kortti
T00262,2026-02-28,A0395,P006,Langaton hiiri,Työpiste,2,39.90,0,79.80,34.00,45.80,Vantaa,Verkkokauppa,MobilePay
T00263,2026-02-21,A0245,P011,Joogamatto,Hyvinvointi,3,39.90,10,107.73,48.00,59.73,Tampere,Sosiaalinen media,Verkkopankki
T00264,2025-10-20,A0334,P011,Joogamatto,Hyvinvointi,1,39.90,10,35.91,16.00,19.91,Seinäjoki,Google,Kortti
T00265,2025-06-29,A0019,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Jyväskylä,Sähköposti,MobilePay
T00266,2025-10-24,A0309,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Espoo,Sosiaalinen media,Verkkopankki
T00267,2026-04-11,A0069,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Vaasa,Sähköposti,Verkkopankki
T00268,2025-07-17,A0235,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Turku,Google,Kortti
T00269,2025-12-12,A0099,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,5,23.65,8.50,15.15,Vantaa,Sähköposti,PayPal
T00270,2026-06-12,A0095,P006,Langaton hiiri,Työpiste,1,39.90,5,37.90,17.00,20.90,Vantaa,Sähköposti,Verkkopankki
T00271,2025-09-12,A0386,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Turku,Sosiaalinen media,Verkkopankki
T00272,2025-01-12,A0032,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Espoo,Sähköposti,Verkkopankki
T00273,2025-06-13,A0361,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,15,169.83,104.00,65.83,Turku,Verkkokauppa,Verkkopankki
T00274,2026-01-12,A0245,P010,Kahvimylly,Koti,1,59.90,15,50.91,29.00,21.91,Vantaa,Sähköposti,Verkkopankki
T00275,2026-03-02,A0276,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Tampere,Google,Kortti
T00276,2026-06-23,A0289,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Espoo,Verkkokauppa,MobilePay
T00277,2026-07-04,A0227,P003,Älykello,Elektroniikka,1,129.90,10,116.91,72.00,44.91,Espoo,Google,PayPal
T00278,2025-04-04,A0233,P015,Laptop-suojatasku,Asusteet,1,34.90,10,31.41,14.00,17.41,Vantaa,Sähköposti,PayPal
T00279,2025-03-01,A0371,P009,Termospullo,Koti,1,32.90,10,29.61,13.50,16.11,Helsinki,Sähköposti,Verkkopankki
T00280,2025-01-04,A0217,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Oulu,Verkkokauppa,Kortti
T00281,2025-03-12,A0093,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Vantaa,Sähköposti,Verkkopankki
T00282,2026-01-27,A0193,P008,LED-pöytävalaisin,Koti,2,44.90,15,76.33,40.00,36.33,Espoo,Google,Verkkopankki
T00283,2025-05-02,A0066,P003,Älykello,Elektroniikka,4,129.90,0,519.60,288.00,231.60,Tampere,Verkkokauppa,Kortti
T00284,2025-11-02,A0273,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Jyväskylä,Google,MobilePay
T00285,2026-04-17,A0449,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Espoo,Verkkokauppa,PayPal
T00286,2025-01-17,A0018,P004,USB-C-laturi,Elektroniikka,1,29.90,0,29.90,11.50,18.40,Kuopio,Verkkokauppa,MobilePay
T00287,2025-02-15,A0387,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Helsinki,Google,Verkkopankki
T00288,2025-08-28,A0296,P014,Reppu 20L,Asusteet,3,64.90,0,194.70,93.00,101.70,Seinäjoki,Sosiaalinen media,MobilePay
T00289,2025-11-06,A0114,P015,Laptop-suojatasku,Asusteet,1,34.90,5,33.15,14.00,19.15,Jyväskylä,Sosiaalinen media,Verkkopankki
T00290,2025-03-04,A0090,P009,Termospullo,Koti,3,32.90,10,88.83,40.50,48.33,Jyväskylä,Sähköposti,Kortti
T00291,2025-12-19,A0164,P011,Joogamatto,Hyvinvointi,1,39.90,10,35.91,16.00,19.91,Jyväskylä,Sähköposti,MobilePay
T00292,2025-11-04,A0124,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Tampere,Sosiaalinen media,MobilePay
T00293,2026-04-20,A0214,P015,Laptop-suojatasku,Asusteet,1,34.90,0,34.90,14.00,20.90,Vaasa,Google,PayPal
T00294,2025-09-06,A0231,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Oulu,Verkkokauppa,MobilePay
T00295,2025-02-22,A0021,P005,Kannettavan teline,Työpiste,1,54.90,5,52.15,25.00,27.15,Espoo,Google,MobilePay
T00296,2026-05-06,A0008,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Tampere,Google,Kortti
T00297,2026-05-06,A0105,P015,Laptop-suojatasku,Asusteet,1,34.90,5,33.15,14.00,19.15,Jyväskylä,Google,Verkkopankki
T00298,2025-10-17,A0158,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Turku,Sosiaalinen media,PayPal
T00299,2026-04-23,A0390,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,5,132.81,70.00,62.81,Oulu,Google,Verkkopankki
T00300,2025-11-17,A0380,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Vantaa,Verkkokauppa,Verkkopankki
T00301,2026-07-21,A0152,P015,Laptop-suojatasku,Asusteet,1,34.90,5,33.15,14.00,19.15,Vantaa,Google,Verkkopankki
T00302,2025-08-24,A0282,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Oulu,Sosiaalinen media,PayPal
T00303,2026-05-18,A0087,P008,LED-pöytävalaisin,Koti,1,44.90,10,40.41,20.00,20.41,Vantaa,Sähköposti,MobilePay
T00304,2026-07-10,A0430,P011,Joogamatto,Hyvinvointi,3,39.90,0,119.70,48.00,71.70,Espoo,Verkkokauppa,Kortti
T00305,2026-02-27,A0363,P003,Älykello,Elektroniikka,2,129.90,0,259.80,144.00,115.80,Vantaa,Verkkokauppa,MobilePay
T00306,2026-06-02,A0342,P008,LED-pöytävalaisin,Koti,1,44.90,5,42.65,20.00,22.65,Seinäjoki,Sähköposti,PayPal
T00307,2025-01-17,A0009,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Vaasa,Sosiaalinen media,Verkkopankki
T00308,2025-01-18,A0413,P009,Termospullo,Koti,2,32.90,5,62.51,27.00,35.51,Vantaa,Verkkokauppa,Kortti
T00309,2026-06-21,A0130,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Oulu,Sosiaalinen media,PayPal
T00310,2025-03-22,A0125,P006,Langaton hiiri,Työpiste,3,39.90,0,119.70,51.00,68.70,Tampere,Sosiaalinen media,Kortti
T00311,2025-02-02,A0244,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Helsinki,Verkkokauppa,MobilePay
T00312,2025-03-26,A0170,P008,LED-pöytävalaisin,Koti,2,44.90,5,85.31,40.00,45.31,Seinäjoki,Verkkokauppa,Kortti
T00313,2025-08-24,A0291,P004,USB-C-laturi,Elektroniikka,3,29.90,5,85.21,34.50,50.71,Kuopio,Sosiaalinen media,Kortti
T00314,2025-03-18,A0289,P011,Joogamatto,Hyvinvointi,3,39.90,15,101.74,48.00,53.74,Helsinki,Google,Verkkopankki
T00315,2025-01-17,A0365,P004,USB-C-laturi,Elektroniikka,1,29.90,10,26.91,11.50,15.41,Jyväskylä,Verkkokauppa,Verkkopankki
T00316,2025-06-16,A0200,P010,Kahvimylly,Koti,1,59.90,10,53.91,29.00,24.91,Vaasa,Sosiaalinen media,PayPal
T00317,2025-05-24,A0257,P013,Vastuskuminauhasetti,Hyvinvointi,4,24.90,5,94.62,34.00,60.62,Oulu,Verkkokauppa,Kortti
T00318,2026-03-24,A0394,P004,USB-C-laturi,Elektroniikka,2,29.90,0,59.80,23.00,36.80,Seinäjoki,Sähköposti,Verkkopankki
T00319,2025-01-31,A0252,P011,Joogamatto,Hyvinvointi,1,39.90,20,31.92,16.00,15.92,Tampere,Sosiaalinen media,PayPal
T00320,2026-03-19,A0044,P003,Älykello,Elektroniikka,1,129.90,5,123.41,72.00,51.41,Seinäjoki,Sosiaalinen media,MobilePay
T00321,2025-03-17,A0402,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Sähköposti,Verkkopankki
T00322,2026-01-05,A0228,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,15,59.42,35.00,24.42,Oulu,Sosiaalinen media,Kortti
T00323,2025-05-16,A0285,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vaasa,Sähköposti,Kortti
T00324,2025-01-27,A0307,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Oulu,Sähköposti,Kortti
T00325,2025-10-26,A0287,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,0,99.90,52.00,47.90,Tampere,Google,PayPal
T00326,2025-06-23,A0075,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Espoo,Google,PayPal
T00327,2025-10-10,A0185,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Turku,Google,PayPal
T00328,2025-07-20,A0203,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Oulu,Sähköposti,Verkkopankki
T00329,2026-03-27,A0334,P006,Langaton hiiri,Työpiste,1,39.90,10,35.91,17.00,18.91,Seinäjoki,Google,Verkkopankki
T00330,2025-11-25,A0161,P010,Kahvimylly,Koti,3,59.90,0,179.70,87.00,92.70,Vantaa,Sähköposti,Verkkopankki
T00331,2025-10-26,A0295,P012,Hierontapallo,Hyvinvointi,2,19.90,0,39.80,13.00,26.80,Tampere,Sosiaalinen media,PayPal
T00332,2025-10-15,A0289,P014,Reppu 20L,Asusteet,2,64.90,0,129.80,62.00,67.80,Tampere,Google,Kortti
T00333,2026-04-18,A0426,P012,Hierontapallo,Hyvinvointi,1,19.90,10,17.91,6.50,11.41,Espoo,Sähköposti,PayPal
T00334,2025-05-23,A0079,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Jyväskylä,Sähköposti,Kortti
T00335,2026-04-05,A0260,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Jyväskylä,Verkkokauppa,Verkkopankki
T00336,2026-07-04,A0394,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Tampere,Sosiaalinen media,MobilePay
T00337,2025-02-15,A0205,P010,Kahvimylly,Koti,4,59.90,5,227.62,116.00,111.62,Oulu,Sähköposti,Kortti
T00338,2025-01-11,A0266,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vaasa,Google,PayPal
T00339,2026-01-19,A0354,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Vaasa,Google,Verkkopankki
T00340,2025-01-26,A0044,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Espoo,Google,Verkkopankki
T00341,2025-11-16,A0248,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Oulu,Sähköposti,Kortti
T00342,2026-03-25,A0154,P012,Hierontapallo,Hyvinvointi,2,19.90,0,39.80,13.00,26.80,Helsinki,Verkkokauppa,Kortti
T00343,2025-12-18,A0380,P011,Joogamatto,Hyvinvointi,1,39.90,10,35.91,16.00,19.91,Tampere,Google,MobilePay
T00344,2025-12-05,A0409,P009,Termospullo,Koti,1,32.90,0,32.90,13.50,19.40,Jyväskylä,Google,MobilePay
T00345,2026-03-19,A0102,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Kuopio,Sähköposti,PayPal
T00346,2025-01-05,A0361,P012,Hierontapallo,Hyvinvointi,1,19.90,0,19.90,6.50,13.40,Espoo,Verkkokauppa,MobilePay
T00347,2026-01-10,A0344,P006,Langaton hiiri,Työpiste,1,39.90,0,39.90,17.00,22.90,Kuopio,Sosiaalinen media,PayPal
T00348,2026-02-06,A0235,P010,Kahvimylly,Koti,1,59.90,0,59.90,29.00,30.90,Seinäjoki,Google,Verkkopankki
T00349,2025-03-28,A0157,P011,Joogamatto,Hyvinvointi,1,39.90,0,39.90,16.00,23.90,Espoo,Google,Verkkopankki
T00350,2025-05-25,A0295,P009,Termospullo,Koti,1,32.90,5,31.25,13.50,17.75,Jyväskylä,Sähköposti,MobilePay
T00351,2026-05-14,A0089,P011,Joogamatto,Hyvinvointi,1,39.90,15,33.91,16.00,17.91,Vaasa,Google,PayPal
T00352,2025-10-23,A0318,P003,Älykello,Elektroniikka,1,129.90,10,116.91,72.00,44.91,Helsinki,Sosiaalinen media,Kortti
T00353,2026-05-12,A0288,P003,Älykello,Elektroniikka,1,129.90,0,129.90,72.00,57.90,Vaasa,Sähköposti,PayPal
T00354,2026-05-19,A0086,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,0,199.80,104.00,95.80,Espoo,Verkkokauppa,MobilePay
T00355,2025-10-27,A0087,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,0,89.90,47.00,42.90,Kuopio,Sähköposti,Kortti
T00356,2025-04-27,A0188,P005,Kannettavan teline,Työpiste,2,54.90,10,98.82,50.00,48.82,Vaasa,Verkkokauppa,PayPal
T00357,2026-07-14,A0425,P004,USB-C-laturi,Elektroniikka,4,29.90,0,119.60,46.00,73.60,Tampere,Sosiaalinen media,Kortti
T00358,2026-04-06,A0225,P005,Kannettavan teline,Työpiste,1,54.90,10,49.41,25.00,24.41,Espoo,Google,MobilePay
T00359,2025-12-26,A0085,P014,Reppu 20L,Asusteet,2,64.90,5,123.31,62.00,61.31,Seinäjoki,Google,MobilePay
T00360,2025-07-31,A0144,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Seinäjoki,Google,Verkkopankki
T00361,2025-10-27,A0264,P005,Kannettavan teline,Työpiste,1,54.90,15,46.66,25.00,21.66,Espoo,Google,PayPal
T00362,2025-03-02,A0444,P005,Kannettavan teline,Työpiste,2,54.90,0,109.80,50.00,59.80,Vantaa,Google,MobilePay
T00363,2025-11-26,A0202,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Kuopio,Google,Verkkopankki
T00364,2026-03-01,A0394,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,5,94.91,52.00,42.91,Espoo,Sähköposti,Verkkopankki
T00365,2026-01-13,A0002,P008,LED-pöytävalaisin,Koti,3,44.90,0,134.70,60.00,74.70,Espoo,Sähköposti,Verkkopankki
T00366,2025-03-06,A0220,P013,Vastuskuminauhasetti,Hyvinvointi,1,24.90,0,24.90,8.50,16.40,Tampere,Sähköposti,Verkkopankki
T00367,2025-11-27,A0067,P014,Reppu 20L,Asusteet,1,64.90,0,64.90,31.00,33.90,Seinäjoki,Sähköposti,Verkkopankki
T00368,2025-02-19,A0236,P001,Langattomat kuulokkeet,Elektroniikka,1,89.90,10,80.91,47.00,33.91,Helsinki,Verkkokauppa,MobilePay
T00369,2026-03-28,A0104,P008,LED-pöytävalaisin,Koti,1,44.90,15,38.16,20.00,18.16,Vantaa,Sosiaalinen media,MobilePay
T00370,2025-10-08,A0191,P002,Bluetooth-kaiutin,Elektroniikka,1,69.90,0,69.90,35.00,34.90,Vantaa,Verkkokauppa,PayPal
T00371,2025-11-09,A0336,P012,Hierontapallo,Hyvinvointi,2,19.90,0,39.80,13.00,26.80,Espoo,Verkkokauppa,Kortti
T00372,2025-08-07,A0266,P008,LED-pöytävalaisin,Koti,1,44.90,5,42.65,20.00,22.65,Kuopio,Verkkokauppa,Kortti
T00373,2025-12-18,A0356,P014,Reppu 20L,Asusteet,1,64.90,10,58.41,31.00,27.41,Vantaa,Sähköposti,Kortti
T00374,2025-08-23,A0053,P007,Mekaaninen näppäimistö,Työpiste,1,99.90,10,89.91,52.00,37.91,Oulu,Sosiaalinen media,Verkkopankki
T00375,2025-05-21,A0069,P007,Mekaaninen näppäimistö,Työpiste,2,99.90,10,179.82,104.00,75.82,Vantaa,Verkkokauppa,Kortti
T00376,2025-06-18,A0384,P008,LED-pöytävalaisin,Koti,1,44.90,0,44.90,20.00,24.90,Vantaa,Sähköposti,PayPal
T00377,2025-08-11,A0064,P002,Bluetooth-kaiutin,Elektroniikka,2,69.90,0,139.80,70.00,69.80,Seinäjoki,Sähköposti,Verkkopankki
